param Vnom := 10;
          245         246       321      0.052632	      0.0362880  
          288         287       322      0.046784	      0.0322560  
          246         247       323      0.072734	      0.0501480  
          265         266       324      0.099416	      0.0685440  
          287         299       325      0.186771	      0.1287720  
          309         319       326      0.012793	      0.0088200 
          242         248       327      0.048781	      0.0411820 
          266         267       328      0.156434	      0.1078560 
          299         285       329      0.109650	      0.0756000 
          309         313       330      0.072369	      0.0498960 
          248         357       331      0.043129	      0.0297360 
          267         268       332      0.054965	      0.0559670 
          415         372       333      0.027778	      0.0191520 
          313         308       334      0.069810	      0.0481320 
          357         358       335      0.005483	      0.0037800 
          268         364       336      0.070770	      0.0720600 
          299         284       337      0.081141	      0.0559440 
          308         312       338      0.078582	      0.0541800 
          358         249       339      0.020102	      0.0138600 
          364         365       340      0.025585	      0.0176400 
          299         300       341      0.093202	      0.0642600 
          312         316       342      0.068349	      0.0471240 
          365         269       343      0.100513	      0.0693000 
          300         301       344      0.055556	      0.0383040 
          250         251       345      0.188232	      0.1297800 
          365         270       346      0.016448	      0.0113400 
          301         302       347      0.045322	      0.0312480 
          318         317       348      0.066521	      0.0458640 
          250         359       349      0.098685	      0.0680400 
          364         362       350      0.048359	      0.0492410 
          359         252       351      0.049708	      0.0342720 
          362         361       352      0.018872	      0.0192160 
          303         304       353      0.208335	      0.1436400 
          314         310       354      0.083334	      0.0574560 
          252         253       355      0.045860	      0.0387160 
          362         380       356      0.263160	      0.1814400 
          304         307       357      0.050439	      0.0347760 
          253         360       358      0.058846	      0.0405720 
          361         271       359      0.016448	      0.0113400 
          295         259       360      0.047880	      0.0330120 
          360         255       361      0.040205	      0.0277200 
          361         416       362      0.024150	      0.0284870 
          315         311       363      0.105264	      0.0725760 
          259         286       364      0.035819	      0.0246960 
          253         254       365      0.027412	      0.0189000 
          416         363       366      0.285090	      0.1965600 
          311         306       367      0.072369	      0.0498960 
          259         323       368      0.107823	      0.0743400 
          253         256       369      0.078867	      0.0665820 
          363         283       370      0.104167	      0.0718200 
          306         299       371      0.078217	      0.0539280 
          323         325       372      0.005483	      0.0037800 
          256         257       373      0.105995	      0.0730800 
          363         284       374      0.058480	      0.0403200 
          256         282       375      0.053746	      0.0453740 
          335         322       376      0.054825	      0.0378000 
          323         324       377      0.048246	      0.0332640 
          282         281       378      0.066307	      0.0559780 
          267         326       379      0.038378	      0.0264600 
          323         322       380      0.087720	      0.0604800 
          281         233       381      0.055499	      0.0468540 
          326         327       382      0.054825	      0.0378000 
          336         337       383      0.029240	      0.0201600 
          233         232       384      0.027749	      0.0234270 
          267         296       385      0.050439	      0.0347760 
          337         338       386      0.042033	      0.0289800 
          321         320       387      0.095030	      0.0655200 
          232         375       388      0.011684	      0.0098640 
          296         295       389      0.050439	      0.0347760 
          338         264       390      0.067983	      0.0468720 
          320         298       391      0.070176	      0.0483840 
          264         366       392      0.008772	      0.0060480 
          298         295       393      0.038012	      0.0262080 
          295         297       394      0.037646	      0.0259560 
          366         339       395      0.001097	      0.0007560 
          321         328       396      0.031433	      0.0216720 
          227         370       397      0.046736	      0.0394560 
          294         293       398      0.022661	      0.0156240 
          339         340       399      0.027412	      0.0189000 
          328         329       400      0.026682	      0.0183960 
          370         373       401      0.039434	      0.0332910 
          293         291       402      0.091741	      0.0632520 
          340         341       403      0.113305	      0.0781200 
          329         330       404      0.041667	      0.0287280 
          373         226       405      0.003655	      0.0025200 
          267         291       406      0.098685	      0.0680400 
          333         334       407      0.055921	      0.0385560 
          330         331       408      0.027412	      0.0189000 
          373         225       409      0.002337	      0.0019730 
          291         289       410      0.016813	      0.0115920 
          340         367       411      0.179095	      0.1234800 
          328         332       412      0.058480	      0.0403200 
          225         224       413      0.027412	      0.0189000 
          289         290       414      0.005483	      0.0037800 
          375         229       415      0.027749	      0.0234270 
          332         333       416      0.041667	      0.0287280
            
          367         342       417      0.009137	    0.0063000           
          383          67       418      0.0310675      0.0214200        
           65         383       419      0.0347225      0.0239400
          220         219       420      0.084065       0.0579600
           74          80       421      0.084065       0.0579600
           26          30       422      0.10234        0.0705600
          274         208       423      0.139621       0.0962640
           60          59       424      0.04386        0.0302400
           33          46       425      0.1736125      0.1197000
          258         260       426      0.0511175      0.0431550
          368         369       427      0.208335       0.1436400
           40          42       428      0.11696        0.0806400
           19          32       429      0.06579        0.0453600
           94         111       430      0.032895       0.0226800
            6           2       431      0.051901       0.0357840
           35          44       432      0.13158        0.0907200
          279         280       433      0.062135       0.0428400
          234         233       434      0.083334       0.0574560
          104         107       435      0.06579        0.0453600
           41          36       436      0.0676175      0.0466200
           38          29       437      0.11696        0.0806400
          292         235       438      0.069445       0.0478800
          106         102       439      0.054825       0.0378000
           83          98       440      0.13158        0.0907200
            2           9       441      0.1078225      0.0743400
           87          88       442      0.08041        0.0554400
          313         316       443      0.0815065      0.0561960
          159         179       444      0.04386        0.0302400
          309         304       445      0.082603       0.0569520
           56         146       446      0.157165       0.1083600
          381         382       447      0.1502205      0.1035720
           65         251       448      0.192984       0.1330560
          159         180       449      0.091375       0.0630000
           84         243       450      0.1399865      0.0965160
          124         127       451      0.02193        0.0151200
          201         415       452      0.48246        0.3326400
          139         146       453      0.15351        0.1058400
          142         149       454      0.098685       0.0680400
          175         178       455      0.06579        0.0453600
          147          56       456      0.1462         0.1008000
          145         148       457      0.054825       0.0378000
          172         178       458      0.113305       0.0781200
          148         137       459      0.127925       0.0883000
          289         288       460      0.062866       0.0433440
          264         265       461      0.1078225      0.0743400
          305         309       462      0.126463       0.0871920
          358         250       463      0.1407175      0.0970200
          316         318       464      0.123539       0.0851760
          302         303       465      0.195177       0.1345680
          317         314       466      0.069445       0.0478800
          310         303       467      0.105264       0.0725760
          307         315       468      0.2218585      0.1529640
          333         335       469      0.0712725      0.0491400
          323         265       470      0.103802       0.0715680
          380         267       471      0.3095785      0.2134440
          335         336       472      0.0646935      0.0446040
          322         321       473      0.0676175      0.0466200
          229         230       474      0.0455676      0.0384696
          295         294       475      0.0741965      0.0511560
          229         227       476      0.026289       0.0221940
         
